ds,yhat,yhat_lower,yhat_upper,y,categorie,type
2025-10-12,21.0,-1.0,43.3,42.0,Gaming,historique
2025-10-13,21.1,-0.3,44.0,38.0,Gaming,historique
2025-10-14,19.0,-2.6,40.1,38.0,Gaming,historique
2025-10-15,19.7,-2.5,41.3,35.0,Gaming,historique
2025-10-16,19.4,-2.3,41.2,52.0,Gaming,historique
2025-10-17,20.1,-0.5,41.7,48.0,Gaming,historique
2025-10-18,22.1,2.1,45.2,52.0,Gaming,historique
2025-10-19,21.5,1.3,44.0,51.0,Gaming,historique
2025-10-20,21.6,-0.1,43.2,45.0,Gaming,historique
2025-10-21,19.4,-2.2,41.0,15.0,Gaming,historique
2025-10-22,20.1,-1.7,40.7,13.0,Gaming,historique
2025-10-23,19.8,-3.0,39.7,6.0,Gaming,historique
2025-10-24,20.5,-2.4,43.0,8.0,Gaming,historique
2025-10-25,22.6,1.3,44.9,20.0,Gaming,historique
2025-10-26,22.0,-0.3,44.7,16.0,Gaming,historique
2025-10-27,22.0,-0.4,43.8,8.0,Gaming,historique
2025-10-28,19.9,-1.5,42.8,24.0,Gaming,historique
2025-10-29,20.6,-1.2,40.8,17.0,Gaming,historique
2025-10-30,20.3,-1.7,41.2,24.0,Gaming,historique
2025-10-31,21.0,-0.8,41.6,13.0,Gaming,historique
2025-11-01,23.0,0.5,43.9,14.0,Gaming,historique
2025-11-02,22.4,2.3,44.2,12.0,Gaming,historique
2025-11-03,22.5,1.7,44.8,11.0,Gaming,historique
2025-11-04,20.3,0.2,42.4,14.0,Gaming,historique
2025-11-05,21.0,1.6,43.9,12.0,Gaming,historique
2025-11-06,20.8,-1.9,43.1,17.0,Gaming,historique
2025-11-07,21.5,-0.2,43.6,14.0,Gaming,historique
2025-11-08,23.5,2.1,46.8,21.0,Gaming,historique
2025-11-09,22.9,-0.5,44.9,19.0,Gaming,historique
2025-11-10,22.9,1.7,44.8,15.0,Gaming,historique
2025-11-11,20.8,-0.2,42.3,15.0,Gaming,historique
2025-11-12,21.5,-0.1,42.1,15.0,Gaming,historique
2025-11-13,21.2,0.3,42.5,19.0,Gaming,historique
2025-11-14,21.9,1.5,44.3,20.0,Gaming,historique
2025-11-15,23.9,3.1,46.0,19.0,Gaming,historique
2025-11-16,23.4,1.8,44.3,24.0,Gaming,historique
2025-11-17,23.4,3.1,46.0,18.0,Gaming,historique
2025-11-18,21.3,0.8,43.9,18.0,Gaming,historique
2025-11-19,22.0,0.3,42.9,21.0,Gaming,historique
2025-11-20,21.7,0.1,43.1,18.0,Gaming,historique
2025-11-21,22.4,1.1,44.4,11.0,Gaming,historique
2025-11-22,24.4,1.0,45.9,16.0,Gaming,historique
2025-11-23,23.8,1.9,46.3,17.0,Gaming,historique
2025-11-24,23.9,2.0,46.6,52.0,Gaming,historique
2025-11-25,21.7,0.8,42.5,54.0,Gaming,historique
2025-11-26,22.4,1.5,45.0,61.0,Gaming,historique
2025-11-27,22.1,1.0,43.6,64.0,Gaming,historique
2025-11-28,22.8,1.8,44.3,53.0,Gaming,historique
2025-11-29,24.9,3.1,46.8,31.0,Gaming,historique
2025-11-30,24.3,2.6,45.9,37.0,Gaming,historique
2025-12-01,24.3,1.9,45.7,9.0,Gaming,historique
2025-12-02,22.2,2.0,42.8,18.0,Gaming,historique
2025-12-03,22.9,0.2,43.9,8.0,Gaming,historique
2025-12-04,22.6,-0.8,44.4,25.0,Gaming,historique
2025-12-05,23.3,0.9,44.7,20.0,Gaming,historique
2025-12-06,25.3,4.5,45.3,19.0,Gaming,historique
2025-12-07,24.7,4.1,46.3,15.0,Gaming,historique
2025-12-08,24.8,3.0,47.6,30.0,Gaming,historique
2025-12-09,22.7,0.1,45.0,26.0,Gaming,historique
2025-12-10,23.3,1.8,45.8,18.0,Gaming,historique
2025-12-11,23.1,0.4,44.7,30.0,Gaming,historique
2025-12-12,23.8,2.5,44.8,5.0,Gaming,historique
2025-12-13,25.8,3.5,46.7,13.0,Gaming,historique
2025-12-14,25.2,2.9,46.9,9.0,Gaming,historique
2025-12-15,25.3,4.6,46.5,30.0,Gaming,historique
2025-12-16,23.1,2.7,44.8,40.0,Gaming,historique
2025-12-17,23.8,2.4,45.2,35.0,Gaming,historique
2025-12-18,23.5,0.4,44.6,37.0,Gaming,historique
2025-12-19,24.2,3.9,46.2,29.0,Gaming,historique
2025-12-20,26.2,6.1,47.7,41.0,Gaming,historique
2025-12-21,25.7,4.2,47.7,35.0,Gaming,historique
2025-12-22,25.7,3.5,48.1,33.0,Gaming,historique
2025-12-23,23.6,1.5,47.0,35.0,Gaming,historique
2025-12-24,24.3,0.9,44.9,28.0,Gaming,historique
2025-12-25,24.0,2.7,45.9,26.0,Gaming,historique
2025-12-26,24.7,3.1,46.7,38.0,Gaming,historique
2025-12-27,26.7,5.2,48.7,30.0,Gaming,historique
2025-12-28,26.1,6.4,46.2,35.0,Gaming,historique
2025-12-29,26.2,5.4,48.9,26.0,Gaming,historique
2025-12-30,24.0,1.9,45.4,27.0,Gaming,historique
2025-12-31,24.7,4.2,45.7,25.0,Gaming,historique
2026-01-01,24.5,4.6,46.9,14.0,Gaming,historique
2026-01-02,25.1,2.7,47.8,15.0,Gaming,historique
2026-01-03,27.2,5.3,49.3,13.0,Gaming,historique
2026-01-04,26.6,5.3,49.0,19.0,Gaming,historique
2026-01-05,26.6,5.1,49.1,13.0,Gaming,historique
2026-01-06,24.5,2.1,47.1,6.0,Gaming,historique
2026-01-07,25.2,4.5,47.2,7.0,Gaming,historique
2026-01-08,24.9,3.0,46.7,24.0,Gaming,historique
2026-01-09,25.6,3.6,45.8,20.0,Gaming,historique
2026-01-10,27.7,5.9,49.8,20.0,Gaming,historique
2026-01-11,27.1,5.8,50.0,18.0,Gaming,historique
2026-01-12,27.1,5.3,47.8,30.0,Gaming,historique
2026-01-13,25.0,3.9,46.6,18.0,Gaming,historique
2026-01-14,25.7,3.2,48.0,13.0,Gaming,historique
2026-01-15,25.4,4.6,45.3,27.0,Gaming,historique
2026-01-16,26.1,6.2,48.4,13.0,Gaming,historique
2026-01-17,28.2,6.4,48.2,24.0,Gaming,historique
2026-01-18,27.6,4.8,49.4,15.0,Gaming,historique
2026-01-19,27.7,7.4,50.4,23.0,Gaming,historique
2026-01-20,25.5,3.5,48.1,30.0,Gaming,historique
2026-01-21,26.3,4.6,48.1,14.0,Gaming,historique
2026-01-22,26.0,4.2,49.1,17.0,Gaming,historique
2026-01-23,26.7,4.9,49.1,15.0,Gaming,historique
2026-01-24,28.7,6.9,50.1,13.0,Gaming,historique
2026-01-25,28.2,6.4,49.5,18.0,Gaming,historique
2026-01-26,28.2,8.1,49.8,17.0,Gaming,historique
2026-01-27,26.1,6.2,47.4,28.0,Gaming,historique
2026-01-28,26.8,4.7,49.0,14.0,Gaming,historique
2026-01-29,26.6,3.4,46.6,15.0,Gaming,historique
2026-01-30,27.3,5.6,48.9,25.0,Gaming,historique
2026-01-31,29.3,7.8,50.8,15.0,Gaming,historique
2026-02-01,28.8,9.2,50.5,24.0,Gaming,historique
2026-02-02,28.9,6.2,49.1,18.0,Gaming,historique
2026-02-03,26.8,4.0,49.3,16.0,Gaming,historique
2026-02-04,27.5,5.5,49.2,10.0,Gaming,historique
2026-02-05,27.2,6.7,49.8,13.0,Gaming,historique
2026-02-06,27.9,6.8,49.6,15.0,Gaming,historique
2026-02-07,30.0,8.8,50.7,17.0,Gaming,historique
2026-02-08,29.4,7.9,52.9,19.0,Gaming,historique
2026-02-09,29.5,8.9,51.9,17.0,Gaming,historique
2026-02-10,27.4,5.1,48.6,60.0,Gaming,historique
2026-02-11,28.2,6.4,49.4,61.0,Gaming,historique
2026-02-12,27.9,8.1,51.4,78.0,Gaming,historique
2026-02-13,28.6,6.9,51.9,57.0,Gaming,historique
2026-02-14,30.7,7.5,52.7,46.0,Gaming,historique
2026-02-15,30.2,8.3,52.3,67.0,Gaming,historique
2026-02-16,30.2,7.7,52.1,57.0,Gaming,historique
2026-02-17,28.1,5.3,49.9,10.0,Gaming,historique
2026-02-18,28.9,6.7,50.2,32.0,Gaming,historique
2026-02-19,28.6,7.6,50.2,23.0,Gaming,historique
2026-02-20,29.4,7.8,52.2,14.0,Gaming,historique
2026-02-21,31.4,8.5,52.7,25.0,Gaming,historique
2026-02-22,30.9,9.9,53.4,14.0,Gaming,historique
2026-02-23,31.0,9.9,53.2,13.0,Gaming,historique
2026-02-24,28.9,6.5,50.8,30.0,Gaming,historique
2026-02-25,29.6,8.2,52.2,26.0,Gaming,historique
2026-02-26,29.4,8.4,52.9,16.0,Gaming,historique
2026-02-27,30.1,7.1,53.7,11.0,Gaming,historique
2026-02-28,32.2,11.2,54.4,13.0,Gaming,historique
2026-03-01,31.7,10.2,54.1,16.0,Gaming,historique
2026-03-02,31.8,10.4,53.3,27.0,Gaming,historique
2026-03-03,29.7,7.8,53.5,19.0,Gaming,historique
2026-03-04,30.4,8.0,52.0,27.0,Gaming,historique
2026-03-05,30.2,8.5,53.4,27.0,Gaming,historique
2026-03-06,30.9,9.2,52.5,14.0,Gaming,historique
2026-03-07,33.0,11.6,54.0,20.0,Gaming,historique
2026-03-08,32.5,11.5,53.7,24.0,Gaming,historique
2026-03-09,32.6,10.1,54.9,25.0,Gaming,historique
2026-03-10,30.5,8.3,50.6,28.0,Gaming,historique
2026-03-11,31.2,10.4,50.9,25.0,Gaming,historique
2026-03-12,31.0,10.1,52.3,30.0,Gaming,historique
2026-03-13,31.7,10.3,53.7,13.0,Gaming,historique
2026-03-14,33.8,12.0,54.9,25.0,Gaming,historique
2026-03-15,33.3,10.6,54.2,31.0,Gaming,historique
2026-03-16,33.4,11.3,54.6,13.0,Gaming,historique
2026-03-17,31.3,10.1,54.4,13.0,Gaming,historique
2026-03-18,32.1,10.1,51.8,67.0,Gaming,historique
2026-03-19,31.8,11.4,53.4,60.0,Gaming,historique
2026-03-20,32.6,10.1,54.5,71.0,Gaming,historique
2026-03-21,34.7,11.1,56.0,64.0,Gaming,historique
2026-03-22,34.1,10.8,56.7,46.0,Gaming,historique
2026-03-23,34.2,12.6,56.1,42.0,Gaming,historique
2026-03-24,32.2,8.9,55.7,49.0,Gaming,historique
2026-03-25,32.9,12.1,54.9,55.0,Gaming,historique
2026-03-26,32.7,10.6,55.5,19.0,Gaming,historique
2026-03-27,33.4,12.1,55.4,11.0,Gaming,historique
2026-03-28,35.5,15.0,56.4,28.0,Gaming,historique
2026-03-29,35.0,12.6,56.9,26.0,Gaming,historique
2026-03-30,35.1,12.2,56.6,32.0,Gaming,historique
2026-03-31,33.0,11.0,54.4,22.0,Gaming,historique
2026-04-01,33.8,12.2,54.8,87.0,Gaming,historique
2026-04-02,33.5,10.2,55.6,73.0,Gaming,historique
2026-04-03,34.3,12.3,58.6,84.0,Gaming,historique
2026-04-04,36.4,14.2,57.0,73.0,Gaming,historique
2026-04-05,35.8,13.6,57.8,89.0,Gaming,historique
2026-04-06,35.9,14.4,57.8,59.0,Gaming,historique
2026-04-07,33.9,12.7,56.4,73.0,Gaming,historique
2026-04-08,34.6,13.3,55.1,14.0,Gaming,historique
2026-04-09,34.4,11.9,56.4,22.0,Gaming,historique
2026-04-10,35.1,13.0,57.0,29.0,Gaming,historique
2026-04-11,37.2,16.2,59.8,14.0,Gaming,historique
2026-04-12,36.7,12.2,58.1,17.0,Gaming,historique
2026-04-13,36.8,15.0,58.1,29.0,Gaming,historique
2026-04-14,34.7,12.3,56.9,26.0,Gaming,historique
2026-04-15,35.5,12.3,56.9,23.0,Gaming,historique
2026-04-16,35.2,13.3,55.3,28.0,Gaming,historique
2026-04-17,36.0,15.6,58.0,28.0,Gaming,historique
2026-04-18,38.1,16.6,60.0,21.0,Gaming,historique
2026-04-19,37.5,17.2,58.2,21.0,Gaming,historique
2026-04-20,37.6,16.7,58.6,38.0,Gaming,historique
2026-04-21,35.6,14.8,58.3,14.0,Gaming,historique
2026-04-22,36.3,15.1,56.4,19.0,Gaming,historique
2026-04-23,36.1,12.6,56.4,16.0,Gaming,historique
2026-04-24,36.8,16.5,58.6,23.0,Gaming,historique
2026-04-25,38.9,16.6,60.4,30.0,Gaming,historique
2026-04-26,38.4,16.7,60.4,29.0,Gaming,historique
2026-04-27,38.5,15.1,59.9,16.0,Gaming,historique
2026-04-28,36.4,14.9,58.0,19.0,Gaming,historique
2026-04-29,37.2,15.5,60.0,28.0,Gaming,historique
2026-04-30,37.0,13.9,59.6,22.0,Gaming,historique
2026-05-01,37.7,15.6,57.9,27.0,Gaming,historique
2026-05-02,39.8,17.1,61.0,38.0,Gaming,historique
2026-05-03,39.3,16.5,60.5,21.0,Gaming,historique
2026-05-04,39.4,17.3,62.2,16.0,Gaming,historique
2026-05-05,37.3,14.3,59.8,13.0,Gaming,historique
2026-05-06,38.0,15.9,60.2,29.0,Gaming,historique
2026-05-07,37.8,18.1,60.1,27.0,Gaming,historique
2026-05-08,38.6,17.8,61.1,17.0,Gaming,historique
2026-05-09,40.6,17.1,63.0,35.0,Gaming,historique
2026-05-10,40.1,18.1,63.2,42.0,Gaming,historique
2026-05-11,40.2,18.7,61.1,16.0,Gaming,historique
2026-05-12,38.1,16.3,60.5,23.0,Gaming,historique
2026-05-13,38.9,17.2,62.1,34.0,Gaming,historique
2026-05-14,38.7,17.4,63.3,18.0,Gaming,historique
2026-05-15,39.4,16.6,60.1,19.0,Gaming,historique
2026-05-16,41.5,19.2,62.0,21.0,Gaming,historique
2026-05-17,41.0,19.2,64.2,28.0,Gaming,historique
2026-05-18,41.1,19.4,62.4,27.0,Gaming,historique
2026-05-19,39.0,17.4,59.9,33.0,Gaming,historique
2026-05-20,39.8,18.5,61.7,44.0,Gaming,historique
2026-05-21,39.5,18.5,60.1,31.0,Gaming,historique
2026-05-22,40.3,19.7,62.7,32.0,Gaming,historique
2026-05-23,42.4,19.9,64.4,33.0,Gaming,historique
2026-05-24,41.8,19.0,62.7,30.0,Gaming,historique
2026-05-25,41.9,21.3,63.9,47.0,Gaming,historique
2026-05-26,39.9,17.3,62.2,57.0,Gaming,historique
2026-05-27,40.6,18.7,62.0,65.0,Gaming,historique
2026-05-28,40.4,18.6,63.0,60.0,Gaming,historique
2026-05-29,41.1,18.5,61.8,81.0,Gaming,historique
2026-05-30,43.2,21.8,66.5,75.0,Gaming,historique
2026-05-31,42.7,21.5,63.1,58.0,Gaming,historique
2026-06-01,42.8,20.6,64.4,68.0,Gaming,historique
2026-06-02,40.7,18.6,62.8,58.0,Gaming,historique
2026-06-03,41.5,22.0,63.3,55.0,Gaming,historique
2026-06-04,41.3,20.4,62.4,51.0,Gaming,historique
2026-06-05,42.0,20.8,64.4,75.0,Gaming,historique
2026-06-06,44.1,23.0,64.4,36.0,Gaming,historique
2026-06-07,43.6,20.5,64.8,23.0,Gaming,historique
2026-06-08,43.7,21.4,65.3,37.0,Gaming,historique
2026-06-09,41.6,19.1,63.4,38.0,Gaming,historique
2026-06-10,42.3,20.6,64.2,35.0,Gaming,historique
2026-06-11,42.1,21.2,63.8,38.0,Gaming,historique
2026-06-12,42.9,20.1,64.1,27.0,Gaming,historique
2026-06-13,44.9,26.0,67.5,29.0,Gaming,historique
2026-06-14,44.4,23.8,66.4,22.0,Gaming,historique
2026-06-15,44.5,23.2,65.7,25.0,Gaming,historique
2026-06-16,42.4,20.9,62.9,45.0,Gaming,historique
2026-06-17,43.2,20.2,67.6,27.0,Gaming,historique
2026-06-18,43.0,21.4,64.7,26.0,Gaming,historique
2026-06-19,43.7,23.0,66.1,36.0,Gaming,historique
2026-06-20,45.8,23.8,68.2,148.0,Gaming,historique
2026-06-21,45.3,22.6,68.4,138.0,Gaming,historique
2026-06-22,45.4,23.7,67.2,134.0,Gaming,historique
2026-06-23,43.3,22.3,65.5,44.0,Gaming,historique
2026-06-24,44.1,23.9,65.8,33.0,Gaming,historique
2026-06-25,43.8,21.9,67.1,36.0,Gaming,historique
2026-06-26,44.6,22.5,65.7,54.0,Gaming,historique
2026-06-27,46.7,24.5,67.1,54.0,Gaming,historique
2026-06-28,46.1,24.7,66.9,64.0,Gaming,historique
2026-06-29,46.3,23.6,66.7,58.0,Gaming,historique
2026-06-30,44.2,20.7,65.1,24.0,Gaming,historique
2026-07-01,44.9,23.5,67.0,,Gaming,prevision
2026-07-02,44.7,23.0,66.4,,Gaming,prevision
2026-07-03,45.5,23.7,66.9,,Gaming,prevision
2026-07-04,47.5,26.8,69.0,,Gaming,prevision
2026-07-05,47.0,25.1,69.6,,Gaming,prevision
2026-07-06,47.1,24.6,68.0,,Gaming,prevision
2026-07-07,45.0,22.0,66.7,,Gaming,prevision
2026-07-08,45.8,24.3,66.9,,Gaming,prevision
2026-07-09,45.6,25.8,66.5,,Gaming,prevision
2026-07-10,46.3,25.2,69.5,,Gaming,prevision
2026-07-11,48.4,25.0,69.7,,Gaming,prevision
2026-07-12,47.9,25.6,68.5,,Gaming,prevision
2026-07-13,48.0,25.3,69.7,,Gaming,prevision
2026-07-14,45.9,24.5,67.3,,Gaming,prevision
2026-07-15,46.6,24.6,67.0,,Gaming,prevision
2026-07-16,46.4,24.8,67.8,,Gaming,prevision
2026-07-17,47.2,24.0,68.2,,Gaming,prevision
2026-07-18,49.3,27.1,70.8,,Gaming,prevision
2026-07-19,48.7,28.6,72.6,,Gaming,prevision
2026-07-20,48.8,26.1,71.8,,Gaming,prevision
2026-07-21,46.8,25.5,67.5,,Gaming,prevision
2026-07-22,47.5,24.0,68.6,,Gaming,prevision
2026-07-23,47.3,25.2,69.1,,Gaming,prevision
2026-07-24,48.0,23.9,70.3,,Gaming,prevision
2026-07-25,50.1,30.4,72.4,,Gaming,prevision
2026-07-26,49.6,29.0,72.1,,Gaming,prevision
2026-07-27,49.7,28.4,72.5,,Gaming,prevision
2026-07-28,47.6,26.0,68.6,,Gaming,prevision
2026-07-29,48.4,25.4,70.3,,Gaming,prevision
2026-07-30,48.2,27.8,69.5,,Gaming,prevision
2025-07-01,13.9,-7.5,34.1,9.0,Objets connectes,historique
2025-07-02,12.8,-7.5,34.7,10.0,Objets connectes,historique
2025-07-03,14.2,-7.6,34.3,14.0,Objets connectes,historique
2025-07-04,14.5,-6.1,36.0,14.0,Objets connectes,historique
2025-07-05,16.6,-4.5,38.9,30.0,Objets connectes,historique
2025-07-06,14.3,-6.2,36.7,11.0,Objets connectes,historique
2025-07-07,17.0,-6.1,38.0,16.0,Objets connectes,historique
2025-07-08,14.3,-5.2,36.4,14.0,Objets connectes,historique
2025-07-09,13.2,-7.2,33.6,14.0,Objets connectes,historique
2025-07-10,14.7,-8.3,35.4,14.0,Objets connectes,historique
2025-07-11,14.9,-4.2,35.7,18.0,Objets connectes,historique
2025-07-12,17.0,-3.9,37.6,18.0,Objets connectes,historique
2025-07-13,14.8,-6.2,36.1,21.0,Objets connectes,historique
2025-07-14,17.4,-3.0,37.1,23.0,Objets connectes,historique
2025-07-15,14.8,-6.3,33.9,9.0,Objets connectes,historique
2025-07-16,13.6,-6.6,35.4,12.0,Objets connectes,historique
2025-07-17,15.1,-4.9,36.9,14.0,Objets connectes,historique
2025-07-18,15.3,-7.6,36.0,21.0,Objets connectes,historique
2025-07-19,17.5,-2.6,38.1,11.0,Objets connectes,historique
2025-07-20,15.2,-6.5,36.2,5.0,Objets connectes,historique
2025-07-21,17.9,-2.0,38.3,8.0,Objets connectes,historique
2025-07-22,15.2,-6.3,35.8,27.0,Objets connectes,historique
2025-07-23,14.1,-6.9,35.3,9.0,Objets connectes,historique
2025-07-24,15.5,-6.8,37.8,13.0,Objets connectes,historique
2025-07-25,15.8,-4.8,37.3,20.0,Objets connectes,historique
2025-07-26,17.9,-3.4,39.5,14.0,Objets connectes,historique
2025-07-27,15.6,-6.3,36.4,9.0,Objets connectes,historique
2025-07-28,18.3,-2.2,41.3,17.0,Objets connectes,historique
2025-07-29,15.6,-4.2,36.9,15.0,Objets connectes,historique
2025-07-30,14.5,-7.2,35.6,10.0,Objets connectes,historique
2025-07-31,16.0,-4.1,38.2,21.0,Objets connectes,historique
2025-08-01,16.2,-2.6,36.7,15.0,Objets connectes,historique
2025-08-02,18.3,-3.6,40.0,10.0,Objets connectes,historique
2025-08-03,16.1,-6.8,36.4,9.0,Objets connectes,historique
2025-08-04,18.7,-2.1,39.6,11.0,Objets connectes,historique
2025-08-05,16.1,-3.8,36.4,13.0,Objets connectes,historique
2025-08-06,14.9,-4.9,37.8,16.0,Objets connectes,historique
2025-08-07,16.4,-5.4,38.3,28.0,Objets connectes,historique
2025-08-08,16.6,-4.4,38.1,8.0,Objets connectes,historique
2025-08-09,18.8,-1.9,39.0,8.0,Objets connectes,historique
2025-08-10,16.5,-6.1,36.3,8.0,Objets connectes,historique
2025-08-11,19.2,-0.7,40.7,12.0,Objets connectes,historique
2025-08-12,16.5,-4.1,38.1,16.0,Objets connectes,historique
2025-08-13,15.4,-5.5,35.3,22.0,Objets connectes,historique
2025-08-14,16.8,-5.6,39.9,12.0,Objets connectes,historique
2025-08-15,17.1,-5.5,38.5,12.0,Objets connectes,historique
2025-08-16,19.2,-2.0,40.4,11.0,Objets connectes,historique
2025-08-17,16.9,-4.6,37.4,15.0,Objets connectes,historique
2025-08-18,19.6,-0.7,40.5,14.0,Objets connectes,historique
2025-08-19,16.9,-5.0,36.9,22.0,Objets connectes,historique
2025-08-20,15.8,-5.3,36.9,14.0,Objets connectes,historique
2025-08-21,17.3,-5.2,36.7,13.0,Objets connectes,historique
2025-08-22,17.5,-4.7,38.0,17.0,Objets connectes,historique
2025-08-23,19.6,-0.8,40.3,18.0,Objets connectes,historique
2025-08-24,17.4,-3.8,38.3,18.0,Objets connectes,historique
2025-08-25,20.0,-0.4,41.3,14.0,Objets connectes,historique
2025-08-26,17.4,-2.3,38.8,8.0,Objets connectes,historique
2025-08-27,16.2,-4.7,37.6,30.0,Objets connectes,historique
2025-08-28,17.7,-4.4,36.4,24.0,Objets connectes,historique
2025-08-29,17.9,-3.1,39.0,8.0,Objets connectes,historique
2025-08-30,20.1,-2.0,40.1,11.0,Objets connectes,historique
2025-08-31,17.8,-3.3,39.2,16.0,Objets connectes,historique
2025-09-01,20.5,-0.5,41.4,21.0,Objets connectes,historique
2025-09-02,17.8,-3.5,38.7,18.0,Objets connectes,historique
2025-09-03,16.7,-4.3,38.4,16.0,Objets connectes,historique
2025-09-04,18.1,-2.1,40.7,22.0,Objets connectes,historique
2025-09-05,18.4,-3.7,39.7,21.0,Objets connectes,historique
2025-09-06,20.5,-0.7,42.3,22.0,Objets connectes,historique
2025-09-07,18.2,-2.0,40.9,17.0,Objets connectes,historique
2025-09-08,20.9,-0.2,42.7,37.0,Objets connectes,historique
2025-09-09,18.2,-3.5,39.3,31.0,Objets connectes,historique
2025-09-10,17.1,-6.5,38.4,18.0,Objets connectes,historique
2025-09-11,18.6,-2.3,39.5,36.0,Objets connectes,historique
2025-09-12,18.8,-3.7,39.2,22.0,Objets connectes,historique
2025-09-13,20.9,0.3,42.9,33.0,Objets connectes,historique
2025-09-14,18.7,-2.4,38.6,16.0,Objets connectes,historique
2025-09-15,21.3,0.2,43.1,31.0,Objets connectes,historique
2025-09-16,18.7,-3.3,40.3,39.0,Objets connectes,historique
2025-09-17,17.5,-3.6,38.2,24.0,Objets connectes,historique
2025-09-18,19.0,-2.9,38.4,28.0,Objets connectes,historique
2025-09-19,19.2,-3.0,39.4,21.0,Objets connectes,historique
2025-09-20,21.4,-0.7,42.1,28.0,Objets connectes,historique
2025-09-21,19.1,-2.2,40.7,20.0,Objets connectes,historique
2025-09-22,21.8,-0.0,43.3,22.0,Objets connectes,historique
2025-09-23,19.1,-0.1,40.3,22.0,Objets connectes,historique
2025-09-24,18.0,-2.8,39.4,25.0,Objets connectes,historique
2025-09-25,19.4,0.3,41.9,22.0,Objets connectes,historique
2025-09-26,19.7,-2.1,41.7,18.0,Objets connectes,historique
2025-09-27,21.8,1.3,43.1,26.0,Objets connectes,historique
2025-09-28,19.5,-2.1,40.1,23.0,Objets connectes,historique
2025-09-29,22.2,0.7,43.0,34.0,Objets connectes,historique
2025-09-30,19.5,-1.4,39.3,21.0,Objets connectes,historique
2025-10-01,18.4,-2.8,39.1,14.0,Objets connectes,historique
2025-10-02,19.9,-1.3,41.2,10.0,Objets connectes,historique
2025-10-03,20.1,-0.9,41.0,14.0,Objets connectes,historique
2025-10-04,22.2,0.6,42.0,28.0,Objets connectes,historique
2025-10-05,20.0,-1.4,40.2,8.0,Objets connectes,historique
2025-10-06,22.6,0.0,45.6,20.0,Objets connectes,historique
2025-10-07,20.0,-2.8,39.7,10.0,Objets connectes,historique
2025-10-08,18.8,-3.1,38.4,18.0,Objets connectes,historique
2025-10-09,20.3,-0.7,41.2,15.0,Objets connectes,historique
2025-10-10,20.5,0.2,41.3,40.0,Objets connectes,historique
2025-10-11,22.7,1.8,44.3,36.0,Objets connectes,historique
2025-10-12,20.4,-1.1,40.9,47.0,Objets connectes,historique
2025-10-13,23.1,2.9,43.5,39.0,Objets connectes,historique
2025-10-14,20.4,1.2,43.6,38.0,Objets connectes,historique
2025-10-15,19.3,-3.3,42.1,35.0,Objets connectes,historique
2025-10-16,20.7,-0.4,44.5,52.0,Objets connectes,historique
2025-10-17,21.0,-0.6,42.5,33.0,Objets connectes,historique
2025-10-18,23.1,0.8,43.5,31.0,Objets connectes,historique
2025-10-19,20.8,0.6,41.7,38.0,Objets connectes,historique
2025-10-20,23.5,2.1,45.2,33.0,Objets connectes,historique
2025-10-21,20.8,-0.1,42.2,15.0,Objets connectes,historique
2025-10-22,19.7,-2.5,40.3,16.0,Objets connectes,historique
2025-10-23,21.2,0.9,41.3,14.0,Objets connectes,historique
2025-10-24,21.4,0.1,41.0,20.0,Objets connectes,historique
2025-10-25,23.5,2.2,44.2,20.0,Objets connectes,historique
2025-10-26,21.3,0.0,42.0,18.0,Objets connectes,historique
2025-10-27,23.9,3.0,44.7,14.0,Objets connectes,historique
2025-10-28,21.3,0.8,42.6,20.0,Objets connectes,historique
2025-10-29,20.1,0.9,41.0,8.0,Objets connectes,historique
2025-10-30,21.6,1.2,41.9,19.0,Objets connectes,historique
2025-10-31,21.8,0.5,44.2,19.0,Objets connectes,historique
2025-11-01,24.0,2.4,45.8,21.0,Objets connectes,historique
2025-11-02,21.7,0.7,42.5,14.0,Objets connectes,historique
2025-11-03,24.4,3.2,46.6,4.0,Objets connectes,historique
2025-11-04,21.7,-1.5,41.6,12.0,Objets connectes,historique
2025-11-05,20.6,-1.6,39.8,17.0,Objets connectes,historique
2025-11-06,22.0,-1.3,43.2,19.0,Objets connectes,historique
2025-11-07,22.3,1.8,44.5,18.0,Objets connectes,historique
2025-11-08,24.4,3.8,44.2,9.0,Objets connectes,historique
2025-11-09,22.1,1.9,44.4,14.0,Objets connectes,historique
2025-11-10,24.8,3.4,45.1,22.0,Objets connectes,historique
2025-11-11,22.1,1.4,43.3,19.0,Objets connectes,historique
2025-11-12,21.0,0.7,41.4,17.0,Objets connectes,historique
2025-11-13,22.5,0.8,44.0,16.0,Objets connectes,historique
2025-11-14,22.7,1.3,43.1,24.0,Objets connectes,historique
2025-11-15,24.8,6.2,45.8,10.0,Objets connectes,historique
2025-11-16,22.6,1.0,43.9,12.0,Objets connectes,historique
2025-11-17,25.2,6.2,45.3,20.0,Objets connectes,historique
2025-11-18,22.6,0.9,44.5,17.0,Objets connectes,historique
2025-11-19,21.4,-0.1,43.3,11.0,Objets connectes,historique
2025-11-20,22.9,2.1,42.8,15.0,Objets connectes,historique
2025-11-21,23.1,3.3,45.5,22.0,Objets connectes,historique
2025-11-22,25.3,4.6,45.4,28.0,Objets connectes,historique
2025-11-23,23.0,1.0,43.6,27.0,Objets connectes,historique
2025-11-24,25.7,5.0,47.2,56.0,Objets connectes,historique
